rid,us_name,authorid,match_type,host_id,source,n_papers
2241,Maria E Labreveux,A5001922989,fuzzy,,round4_maxpapers,9
2245,Javen S Weston,A5041327928,fuzzy,I87208437,round2_inst,18
2252,Manuella O Yassa,A5092093473,fuzzy,I204250578,round2_inst,1
2256,Zheng Dong,A5104100619,exact,I185443292,round3_semantic,4
2261,Xukai Yan,A5052047018,exact,,name_unique,19
2267,Md Ariful Azad,A5002266873,fuzzy,,round3_semantic,19
2276,Siobhán M Cully,A5113408003,fuzzy,,round3_semantic,1
2279,India Jackson,A5009288199,alias,,round4_maxpapers,9
2286,Lindsey M Knapp,A5003873908,fuzzy,,round4_maxpapers,5
2292,Darlene Olsen,A5030847021,exact,,name_unique,11
2301,Rebecca H Jackson,A5104684575,fuzzy,I121934306,round2_inst,1
2303,Noveera T Ahmed,A5075356118,fuzzy,I910567637,round2_inst,6
2308,Nicholas A Vecchiarello,A5059226173,fuzzy,,round3_semantic,9
2310,Chang Lou,A5077905322,alias,,round3_semantic,2
2333,Jeffrey T Freymueller,A5072688223,alias,,round4_maxpapers,2
2334,Camille Hankel,A5069534486,exact,,name_unique,11
2335,Kristi L McQuade,A5000972250,fuzzy,I24648388,round2_inst,13
2339,James J McCarty,A5102966712,fuzzy,I52669646,round3_semantic,19
2347,Mayra S Artiles Fonseca,A5113867780,fuzzy,,round4_maxpapers,2
2355,Karthik C Srikanta,A5092515540,fuzzy,,round4_maxpapers,1
2358,Joanna York,A5015133609,alias,I86501945,round2_inst,15
2360,Joe Omojola,A5018790195,exact,,name_unique,4
2361,Kerry A Brenner,A5061102413,exact,,name_unique,2
2369,Clyde R Varner,A5099381617,fuzzy,I176692203,round2_inst,6
2379,Christopher P Anderson,A5109697922,fuzzy,,round3_semantic,3
2387,Cheng Wang,A5039113028,alias,I173911158,round3_semantic,2
2389,Laura Escobar Vega,A5064615742,alias,,round3_semantic,2
2390,Tanzima Z Islam,A5051863378,alias,,round4_maxpapers,1
2391,Ian E McDowell,A5071992759,fuzzy,,round3_semantic,14
2393,Bhaskar Ray Chaudhury,A5101472737,alias,,round3_semantic,15
2399,Carolyn M Jones,A5110053891,exact,,name_unique,1
2401,Benjamin Sanchez Terrones,A5020294541,alias,,round3_semantic,6
2414,Kyle C Hale,A5040162769,alias,,round4_maxpapers,1
2424,Yusong Bai,A5101924113,alias,,round3_semantic,19
2426,Cesar E Valladares,A5021901842,fuzzy,,round4_maxpapers,4
2432,Suzanne Autrey,A5114442075,alias,,round3_semantic,1
2440,Rickey L Silvey,A5033289984,fuzzy,,round4_maxpapers,1
2442,Ariful I Bhuiyan,A5089012734,fuzzy,I52913039,round2_inst,13
2444,Lauren N Girouard-Hallam,A5086610099,fuzzy,,round3_semantic,9
2447,Pengfei Song,A5086543428,exact,I170897317,round2_inst,8
2448,Jason D Smith,A5002806249,fuzzy,,round3_semantic,13
2453,Hamidreza Aghasi,A5040945735,exact,I204250578,round3_semantic,15
2457,Shaghayegh Bagheri,A5070948703,alias,I162714631,round2_inst,20
2473,Joselina Cheng,A5028022528,exact,,name_unique,4
2478,Gregory S Mountain,A5019035661,alias,,round4_maxpapers,1
2487,Hsin-Chih Yeh,A5018857971,alias,,round3_semantic,11
2490,Roger B Tipton,A5040529379,fuzzy,,round4_maxpapers,8
2492,Georgia L Mansell,A5102387951,fuzzy,,round4_maxpapers,1
2493,Kirin E Furst,A5113192819,exact,,name_unique,1
2494,Camelia M Kantor,A5053612289,fuzzy,,round4_maxpapers,15
2498,Mikhail V Matz,A5074487326,alias,,round4_maxpapers,1
2502,Nicholas V Kessler,A5056033076,fuzzy,I138006243,round2_inst,20
2510,Raymond Sukhdeo,A5060793375,exact,,name_unique,7
2517,Jie Cai,A5113121214,alias,,round3_semantic,19
2522,David A Nichols,A5085133141,alias,,round4_maxpapers,4
2526,Cecilia Huertas Cerdeira,A5073832416,exact,,name_unique,16
2535,Endawoke Yizengaw,A5015381501,alias,,round4_maxpapers,2
2536,Cesar E Valladares,A5021901842,fuzzy,,round4_maxpapers,4
2546,Anna S Grinath,A5006165439,fuzzy,I106969075,round2_inst,17
2551,Flavia Dias de Souza Moraes,A5112396695,exact,,name_unique,4
2552,Xiaoli Yang,A5014194501,alias,,round3_semantic,5
2557,Philip J Erickson,A5003096673,alias,,round4_maxpapers,1
2564,Ali A Ansari,A5109463417,fuzzy,I11786554,round3_semantic,11
2568,Noel Hennessey,A5067749061,exact,,name_unique,6
2571,John W Meriwether,A5038494358,fuzzy,I118118575,round2_inst,6
2579,Matthew D Zettergren,A5061760517,alias,,round4_maxpapers,1
2587,Jian Li,A5101504773,alias,,round3_semantic,5
2591,Sarah A Wilson,A5101938338,fuzzy,I143302722,round3_semantic,10
2593,Suzanne T Ortega,A5075768262,fuzzy,,round3_semantic,1
2601,Robert P Kirshner,A5107837633,fuzzy,,round3_semantic,2
2626,Eframir Franco-Diaz,A5106639098,alias,I4210138427,round2_inst,4
2629,Raj K Vinnakota,A5016725310,fuzzy,I149292303,round2_inst,15
2631,Monica Pfarr,A5025488063,alias,,round3_semantic,2
2635,Na Zou,A5113068088,alias,I44461941,round3_semantic,4
2640,Krista P Kamer,A5072689571,fuzzy,,round3_semantic,16
2641,Stephanie Laughton,A5063129267,exact,,name_unique,18
2644,Melissa C Smith,A5042700995,fuzzy,I8078737,round3_semantic,16
2646,Alden C Adolph,A5047623830,alias,,round4_maxpapers,1
2675,Yi Zhou,A5101704069,alias,,round3_semantic,20
2676,Julia W Hsu,A5022584247,fuzzy,,round3_semantic,5
2677,Matthew D Schau,A5000175507,fuzzy,,round4_maxpapers,3
2680,Joanna G Schiffman,A5065238618,fuzzy,,round3_semantic,6
2683,Sara L Johnson,A5046983186,fuzzy,I12970578,round2_inst,12
2687,Kitrina Carlson,A5032534098,exact,,name_unique,5
2689,Andrew K Lawton,A5023287055,alias,,round4_maxpapers,1
2700,Kimberly X Mulligan,A5025422656,fuzzy,I82497590,round2_inst,19
2702,Truong X Nghiem,A5080459102,alias,,round4_maxpapers,2
2710,Christian W Pester,A5074747161,alias,,round4_maxpapers,3
2713,Xinfang Jin,A5103249931,alias,,round3_semantic,11
2720,Wendy F Todd,A5035265595,fuzzy,,round3_semantic,6
2722,Melissa Karlin,A5020849027,exact,,name_unique,17
2725,Sha Cao,A5024422937,alias,,round3_semantic,9
2726,Parvaneh Mohammadian,A5002517421,exact,,name_unique,17
2727,Angela Hodgson,A5074713513,alias,,round3_semantic,3
2729,Erica V Harris,A5083045324,fuzzy,I64506506,round2_inst,5
2735,Sunghee Lee,A5042328838,alias,,round3_semantic,3
2737,Suman K Chowdhury,A5070519047,fuzzy,,round3_semantic,13
2755,E Dale Broder,A5063191268,exact,,name_unique,2
2757,Rebekah H Klingler,A5080869225,fuzzy,,round3_semantic,17
2759,Cristian H Danna,A5051994970,fuzzy,,round3_semantic,20
2760,Lisa Dierker,A5109412692,alias,I100538780,round3_semantic,1
2761,Meghan K Yap-Chiongco,A5027635646,fuzzy,,round3_semantic,11
2770,Rui Zhang,A5101944273,alias,,round3_semantic,8
2771,Ronda K Bibbs,A5053639947,fuzzy,,round3_semantic,1
2774,Elica M Moss,A5064526250,fuzzy,I176692203,round2_inst,8
2775,Harry E Schoeller,A5110201392,fuzzy,I7079364,round2_inst,20
2777,Michaela Socolof,A5059969610,exact,,name_unique,5
2779,Falcon Rankins,A5106356465,alias,,round3_semantic,1
2781,Kimberley R Sudler,A5009240695,fuzzy,,round4_maxpapers,1
2782,Yalan Ning,A5114164532,alias,,round4_maxpapers,19
2785,Austin A German,A5047825613,fuzzy,,round3_semantic,7
2799,Mohammed T Albahttiti,A5057643548,fuzzy,I36053171,round2_inst,12
2801,Michelle Salzano,A5055641094,exact,,name_unique,4
2802,Jennifer S Tront,A5000816029,fuzzy,,round4_maxpapers,18
2805,Alison F Banwell,A5011797189,alias,,round4_maxpapers,1
2812,Sunita Chandrasekaran,A5085717278,exact,I86501945,round3_semantic,15
2820,Agnieszka Miguel,A5014119333,exact,I58610484,round3_semantic,4
2821,Anthony C Readhead,A5104489199,fuzzy,,round4_maxpapers,1
2823,Rachel Hodge,A5103053598,alias,,round3_semantic,10
2825,Anirudh Sivaraman Kaushalram,A5073988134,exact,,name_unique,5
2834,Vishnu Rajendra Kumar,A5113179766,alias,,round3_semantic,1
2842,Kelly M Costner,A5048870311,fuzzy,,round3_semantic,6
2844,Yan Li,A5042967962,alias,,round3_semantic,10
2848,Aron Kamajaya,A5092419141,alias,I65453921,round2_inst,1
2853,Mahsa Dabaghmeshin,A5047147232,exact,,name_unique,1
2855,Sara Rivara,A5008608896,fuzzy,,round4_maxpapers,2
2858,Jyrko Correa-Morris,A5043809142,exact,,name_unique,14
2860,Ying Wang,A5011898546,exact,I135310074,round3_semantic,4
2862,David Benson,A5047278457,alias,,round3_semantic,4
2867,Matthew C O'Reilly,A5005515045,fuzzy,,round4_maxpapers,3
2886,Leslie A Nickerson,A5091588112,fuzzy,,round3_semantic,18
2892,Alison E Murray,A5027117034,alias,,round4_maxpapers,2
2896,Anita Balaraman,A5060607347,exact,,name_unique,3
2902,Shi J Sim,A5032792064,fuzzy,I130701444,round2_inst,20
2906,Duy Ngo,A5103024092,alias,I141649380,round3_semantic,8
2908,Travis J Hagey,A5010545040,fuzzy,I31807967,round2_inst,19
2914,Weitian Wang,A5031750708,exact,I166088655,round3_semantic,3
2915,Lahiru N Jayakody,A5033368105,exact,,name_unique,1
2918,Yevgeniy Melguy,A5044555416,alias,,round3_semantic,5
2922,Meagan E Hinze,A5032271698,fuzzy,,round3_semantic,13
2935,Solomon L Russell,A5059460476,fuzzy,I201437548,round2_inst,3
2939,Claire A Bergey,A5013455704,fuzzy,,round3_semantic,13
2940,Winifred M Johnson,A5026109001,fuzzy,,round3_semantic,19
2946,Michael A Puthawala,A5014329642,fuzzy,,round3_semantic,11
2967,Sofia Carrera,A5045436979,alias,,round3_semantic,6
2972,Robert Ogburn,A5010920581,fuzzy,,round4_maxpapers,2
2984,Dawei Zhou,A5049799014,exact,I859038795,round3_semantic,9
2988,Sophie Nowicki,A5103892640,alias,,round3_semantic,16
