rid,eu_name,authorid,sci_name,source,score
2548,Carsten Curt Eckard Rother,A5092685052,C. Curt,initial,
2548,Carsten Curt Eckard Rother,A5102921586,Carsten Rother,initial,
2549,Gustau Camps-Valls,A5005716818,G. Camps,ngram,0.6036803675218796
2549,Gustau Camps-Valls,A5026504685,G. Camps-Valls,initial,
2549,Gustau Camps-Valls,A5026719952,G. Camps-Valls,initial,
2549,Gustau Camps-Valls,A5031284800,G. Camps-Valls,initial,
2549,Gustau Camps-Valls,A5033148021,G. Camps-Valls,initial,
2549,Gustau Camps-Valls,A5034114004,G Valls,initial,
2549,Gustau Camps-Valls,A5039052506,Gustau Camps‐Valls,initial,
2549,Gustau Camps-Valls,A5056646266,Gustau-Camps-Valls,initial,
2549,Gustau Camps-Valls,A5058892670,G. Valls,initial,
2549,Gustau Camps-Valls,A5065947251,Gustau Camps Valls,initial,
2549,Gustau Camps-Valls,A5073388516,G. Camps-Valls,initial,
2549,Gustau Camps-Valls,A5075703198,G. Camps-Valls,initial,
2549,Gustau Camps-Valls,A5076001681,Gustau Camps Valls,initial,
2549,Gustau Camps-Valls,A5082538806,G Valls,initial,
2550,Cristian Sminchisescu,A5007658897,Cristian Sminchisescu,initial,
2550,Cristian Sminchisescu,A5024889585,C. Sminchisescu,initial,
2551,Steve Kremer,A5023186729,S. Kremer,ngram+initial,0.8109422386646004
2551,Steve Kremer,A5054915556,S Kremer,ngram+initial,0.8109422386646004
2551,Steve Kremer,A5065221418,S. Fafl-Kremer,ngram+initial,0.6885824094829309
2551,Steve Kremer,A5034055484,Stephan Kremer,ngram+initial,0.6295201552619396
2551,Steve Kremer,A5000172275,S. Kremer,initial,
2551,Steve Kremer,A5001377309,S Kremer,initial,
2551,Steve Kremer,A5001941942,S. Kremer,initial,
2551,Steve Kremer,A5009919613,S. Kremer,initial,
2551,Steve Kremer,A5010134400,S Fafi-Kremer,initial,
2551,Steve Kremer,A5010447807,S Kremer,initial,
2551,Steve Kremer,A5010691202,S Kremer,initial,
2551,Steve Kremer,A5014033707,S. Kremer,initial,
2551,Steve Kremer,A5016290893,S. Fafi-Kremer,initial,
2551,Steve Kremer,A5017889836,S. M. Kremer,initial,
2551,Steve Kremer,A5019471556,S Kremer,initial,
2551,Steve Kremer,A5023927528,S. Kremer,initial,
2551,Steve Kremer,A5025415157,S. Kremer,initial,
2551,Steve Kremer,A5026804124,S. KREMER,initial,
2551,Steve Kremer,A5032543108,S Kremer,initial,
2551,Steve Kremer,A5039556872,S. Kremer,initial,
2551,Steve Kremer,A5040399398,S. G. Kremer,initial,
2551,Steve Kremer,A5040864172,S. Kremer,initial,
2551,Steve Kremer,A5041345130,Steven R. Kremer,initial,
2551,Steve Kremer,A5044474521,S. Kremer,initial,
2551,Steve Kremer,A5045258377,S.M. Koeman auteurs H. Kremer,initial,
2551,Steve Kremer,A5047093150,Steven E. Kremer,initial,
2551,Steve Kremer,A5049710508,S. Kremer,initial,
2551,Steve Kremer,A5049823861,S Kremer,initial,
2551,Steve Kremer,A5050097582,S Kremer,initial,
2551,Steve Kremer,A5051252264,S.M. Koeman red. H. Kremer,initial,
2551,Steve Kremer,A5051387417,S. Kremer,initial,
2551,Steve Kremer,A5053983040,S Kremer-Köhne,initial,
2551,Steve Kremer,A5055406129,S. Kremer,initial,
2551,Steve Kremer,A5059316323,S. Kremer,initial,
2551,Steve Kremer,A5059366696,S. KREMER,initial,
2551,Steve Kremer,A5062795208,S. Kremer,initial,
2551,Steve Kremer,A5065018887,S. Kremer,initial,
2551,Steve Kremer,A5067197354,S. Kremer,initial,
2551,Steve Kremer,A5068859901,S Kremer,initial,
2551,Steve Kremer,A5071316259,S Kremer,initial,
2551,Steve Kremer,A5072417710,S.M. Koeman red. H. Kremer,initial,
2551,Steve Kremer,A5072622148,S. Kremer,initial,
2551,Steve Kremer,A5073393645,S. Kremer,initial,
2551,Steve Kremer,A5074437321,S De-Kremer,initial,
2551,Steve Kremer,A5080738639,S.P.B. Kremer,initial,
2551,Steve Kremer,A5081468815,S Fafi-Kremer,initial,
2551,Steve Kremer,A5083531954,S Kremer,initial,
2551,Steve Kremer,A5085316790,Steve Kremer,initial,
2551,Steve Kremer,A5085822740,S Kremer Laura,initial,
2551,Steve Kremer,A5087959897,S Kremer,initial,
2551,Steve Kremer,A5088791273,S Kremer,initial,
2551,Steve Kremer,A5090132758,S. Kremer,initial,
2551,Steve Kremer,A5105885946,S. Fafi-Kremer,initial,
2551,Steve Kremer,A5107393231,S. Kremer,initial,
2551,Steve Kremer,A5107845602,S. Fafi-Kremer,initial,
2551,Steve Kremer,A5109097147,S. Lillian Kremer,initial,
2551,Steve Kremer,A5109581681,S. Kremer,initial,
2551,Steve Kremer,A5110761485,St..phane Kremer,initial,
2552,Graham Cormode,A5031896681,Graham Cormode,initial,
2553,Klaus Wehrle,A5038781939,K. Wehrle,initial,
2553,Klaus Wehrle,A5046378789,K Wehrle,initial,
2553,Klaus Wehrle,A5047395906,K. Wehrle,initial,
2553,Klaus Wehrle,A5069715401,K. Wehrle,initial,
2553,Klaus Wehrle,A5078646305,Klaus Wehrle,initial,
2553,Klaus Wehrle,A5092657764,K. Wehrle,initial,
2553,Klaus Wehrle,A5092657815,K. Wehrle,initial,
2554,Nikhil Bansal,A5070812253,Nikhil B. Patel,ngram,0.6350325518042073
2555,Rahul Santhanam,A5023684299,Rahul Santhanam,ngram+initial,0.9999999999999999
2555,Rahul Santhanam,A5000431074,R. Santhanam,initial,
2555,Rahul Santhanam,A5008454015,R Santhanam,initial,
2555,Rahul Santhanam,A5016973122,R. Santhanam,initial,
2555,Rahul Santhanam,A5018901080,R. Santhanam,initial,
2555,Rahul Santhanam,A5028136481,R. Santhanam,initial,
2555,Rahul Santhanam,A5030014692,R Santhanam,initial,
2555,Rahul Santhanam,A5054901700,R. Santhanam,initial,
2555,Rahul Santhanam,A5061360320,R. Santhanam,initial,
2555,Rahul Santhanam,A5068007057,R. Santhanam,initial,
2555,Rahul Santhanam,A5085864294,Rahul Santhanam,initial,
2555,Rahul Santhanam,A5103939915,R. S. Santhanam,initial,
2555,Rahul Santhanam,A5110964229,R Santhanam,initial,
2555,Rahul Santhanam,A5113244853,R Santhanam,initial,
2556,Yee Whye Teh,A5003271205,Yee‐Whye Teh,initial,
2556,Yee Whye Teh,A5026511942,Y Teh,initial,
2556,Yee Whye Teh,A5041920821,Yee Whye,initial,
2556,Yee Whye Teh,A5064373793,Yee Whye Teh,initial,
2556,Yee Whye Teh,A5076851549,Y. Teh,initial,
2556,Yee Whye Teh,A5076908568,Y-W. Teh,initial,
2556,Yee Whye Teh,A5103111360,Yee Teh,initial,
2556,Yee Whye Teh,A5103835353,Yee Whye Teh,initial,
2556,Yee Whye Teh,A5113934826,Y. Teh,initial,
2556,Yee Whye Teh,A5114633479,Yee Whye Teh,initial,
2557,Ioannis Tsamardinos,A5103677457,Ioannis T. Iakovou,ngram,0.5085994046844954
2557,Ioannis Tsamardinos,A5047249907,I. Tsamardinos,initial,
2557,Ioannis Tsamardinos,A5070582381,Ioannis Tsamardinos,initial,
2558,Vladimir Kolmogorov,A5006250310,V.N. Kolmogorov,initial,
2558,Vladimir Kolmogorov,A5016031081,V. V. Kolmogorov,initial,
2558,Vladimir Kolmogorov,A5021390142,Vladimir Kolmogorov,initial,
2558,Vladimir Kolmogorov,A5030022024,V. F. Kolmogorov,initial,
2558,Vladimir Kolmogorov,A5062524521,V.L. Kolmogorov,initial,
2558,Vladimir Kolmogorov,A5067617993,V.V. Kolmogorov,initial,
2558,Vladimir Kolmogorov,A5073828088,V. N. Kolmogorov,initial,
2558,Vladimir Kolmogorov,A5077876133,V. G Kolmogorov,initial,
2558,Vladimir Kolmogorov,A5098103811,V.I. Kolmogorov,initial,
2558,Vladimir Kolmogorov,A5104534658,Vladimir N. Kolmogorov,initial,
2558,Vladimir Kolmogorov,A5112428220,V.G. KOLMOGOROV,initial,
2558,Vladimir Kolmogorov,A5112860886,Vladimir Kolmogorov,initial,
2559,Eike Kiltz,A5002016815,Eike Kiltz,initial,
2559,Eike Kiltz,A5095656013,Eike Kiltz,initial,
2560,Samuel Fiorini,A5001781037,Samuel Fiorini,initial,
2560,Samuel Fiorini,A5009277277,Samuele Fiorini,initial,
2560,Samuel Fiorini,A5043332019,Samuele Fiorini,initial,
2560,Samuel Fiorini,A5073831141,S. Fiorini,initial,
2560,Samuel Fiorini,A5080729598,S Fiorini,initial,
2560,Samuel Fiorini,A5081238376,S. Fiorini,initial,
2560,Samuel Fiorini,A5085857867,Samuele Fiorini,initial,
2561,Tijl De Bie,A5098954346,Tijl De Bie,ngram+initial,1.0
2561,Tijl De Bie,A5028448309,T. De Bie,initial,
2561,Tijl De Bie,A5039605665,T. De Bie,initial,
2561,Tijl De Bie,A5068880467,T De Bie,initial,
2561,Tijl De Bie,A5076045275,Tijl De Bie,initial,
2561,Tijl De Bie,A5080061430,T. Bie,initial,
2561,Tijl De Bie,A5110117187,T. De Bie,initial,
2562,Yehuda Lindell,A5033036383,Yehuda Lindell,initial,
2562,Yehuda Lindell,A5110911063,Yehuda Lindell,initial,
2563,Michal Koucky,A5020839847,M. Koucky,initial,
2563,Michal Koucky,A5040922782,Michal Koucký,initial,
2563,Michal Koucky,A5075412179,M Koucky,initial,
2563,Michal Koucky,A5079600090,Michal Koucký,initial,
2563,Michal Koucky,A5084922162,M. Koucký,initial,
2563,Michal Koucky,A5096199495,Michal Koucký,initial,
2563,Michal Koucky,A5102255631,Michal Koucký,initial,
2564,Patrick Thomas Eugster,A5056381673,Patrick Thomas,ngram,0.6062938880271249
2564,Patrick Thomas Eugster,A5091548260,P. Thomas,ngram,0.4450745131761836
2564,Patrick Thomas Eugster,A5000197471,P. Eugster,initial,
2564,Patrick Thomas Eugster,A5024420075,Patrick Eugster,initial,
2564,Patrick Thomas Eugster,A5028563237,P.T. Eugster,initial,
2564,Patrick Thomas Eugster,A5054524137,Patrick Eugster,initial,
2564,Patrick Thomas Eugster,A5075263429,P. Eugster,initial,
2564,Patrick Thomas Eugster,A5079961568,Peter Eugster,initial,
2564,Patrick Thomas Eugster,A5090683082,Peter Eugster,initial,
2564,Patrick Thomas Eugster,A5110619747,Patrick Thomas Eugster,initial,
2565,Eran Yahav,A5061044883,Eran Yahav,initial,
2565,Eran Yahav,A5091804602,E. Yahav,initial,
2566,Ronald De Wolf,A5002096678,R. Wolf,ngram,0.7318025727466219
2567,Johannes Maria Broersen,A5004796642,J. Broersen,initial,
2567,Johannes Maria Broersen,A5019258588,J. Broersen,initial,
2567,Johannes Maria Broersen,A5027314925,J. Broersen,initial,
2567,Johannes Maria Broersen,A5030483431,J.M. Broersen,initial,
2567,Johannes Maria Broersen,A5045372920,J. Broersen,initial,
2568,Adrian Markus Perrig,A5058749882,N Markus,ngram,0.624651670530551
2568,Adrian Markus Perrig,A5041389416,A Perrig,initial,
2568,Adrian Markus Perrig,A5051496033,A Perrig,initial,
2568,Adrian Markus Perrig,A5056518136,Adrian Perrig,initial,
2568,Adrian Markus Perrig,A5071042674,A Perrig,initial,
2569,Rasmus Pagh,A5014293815,Rasmus Pagh,initial,
2569,Rasmus Pagh,A5033899885,Rasmus Pagh,initial,
2569,Rasmus Pagh,A5099038681,Rasmus Pagh,initial,
2569,Rasmus Pagh,A5107152543,Rasmus Pagh,initial,
2570,Anastasia Ailamaki,A5066886522,Anastasia A. Shvydko,ngram,0.5777117462886027
2570,Anastasia Ailamaki,A5071825724,Anastasia A. Vorobyova,ngram,0.5648141150420836
2570,Anastasia Ailamaki,A5028554779,A AILAMAKI,initial,
2570,Anastasia Ailamaki,A5041195343,Anastasia Ailamaki,initial,
2570,Anastasia Ailamaki,A5050528177,Anastasia Ailamaki,initial,
2570,Anastasia Ailamaki,A5070907021,Anastasia Ailamaki,initial,
2570,Anastasia Ailamaki,A5073974042,Anastasia Ailamaki Ryan Johnson,initial,
2571,Sergio Grammatico,A5075176647,Sergio G. Parra,ngram,0.47777423961725296
2571,Sergio Grammatico,A5000467526,S. Grammatico,initial,
2571,Sergio Grammatico,A5006692330,Sergio Grammatico,initial,
2571,Sergio Grammatico,A5017115037,S. Grammatico,initial,
2571,Sergio Grammatico,A5048432384,S Grammatico,initial,
2572,Tomislav Dragicevic,A5004303366,Tomislav D Bradarić,ngram,0.5254115700361354
2572,Tomislav Dragicevic,A5003190186,T Dragićević,initial,
2572,Tomislav Dragicevic,A5043606381,T. Dragičević,initial,
2572,Tomislav Dragicevic,A5078176748,Tomislav Dragičević,initial,
2573,Maryam Kamgarpour,A5082009236,Maryam Kamgarpour,initial,
2574,Ori Katz,A5002316487,Ori Katz-Saporta,initial,
2574,Ori Katz,A5017117496,Ori Saporta‐Katz,initial,
2574,Ori Katz,A5024586370,O. Katz,initial,
2574,Ori Katz,A5025055886,Or Katz,initial,
2574,Ori Katz,A5033455780,Orit Gugenheim Katz,initial,
2574,Ori Katz,A5036542521,O Katz,initial,
2574,Ori Katz,A5067477187,Ori Katz,initial,
2574,Ori Katz,A5075675336,O. Katz-Charlottenburg,initial,
2574,Ori Katz,A5076991171,Ori Katz,initial,
2574,Ori Katz,A5079876446,Orit Katz,initial,
2574,Ori Katz,A5079933881,O.M. Katz,initial,
2574,Ori Katz,A5080578375,O. Katz,initial,
2574,Ori Katz,A5082743964,Or Katz,initial,
2574,Ori Katz,A5085243047,Ori Katz,initial,
2574,Ori Katz,A5092727322,Ori Katz,initial,
2574,Ori Katz,A5106732003,Ori Katz,initial,
2574,Ori Katz,A5114265465,Ori Katz,initial,
2575,Sarah Verhulst,A5005010447,S. Verhulst,initial,
2575,Sarah Verhulst,A5009604399,S Verhulst Anne,initial,
2575,Sarah Verhulst,A5010922124,S. Verhulst,initial,
2575,Sarah Verhulst,A5037977386,S.J. Verhulst,initial,
2575,Sarah Verhulst,A5038482778,Sarah Verhulst,initial,
2575,Sarah Verhulst,A5050860821,S Verhulst,initial,
2575,Sarah Verhulst,A5062010893,S Verhulst,initial,
2575,Sarah Verhulst,A5080915956,S. H. Verhulst,initial,
2575,Sarah Verhulst,A5109327984,S J Verhulst,initial,
2575,Sarah Verhulst,A5111410616,S. Verhulst,initial,
2576,Libertario Demi,A5021984927,Libertario Demi,initial,
2576,Libertario Demi,A5053386168,L. Demi,initial,
2576,Libertario Demi,A5067217144,L Demi,initial,
2576,Libertario Demi,A5086764545,L Demi,initial,
2577,Ivan Dokmanic,A5002015062,Ivan Dokmanić,initial,
2578,Mehul Malik,A5056250234,Mehul M. Shah,ngram,0.7517429372971106
2578,Mehul Malik,A5089429818,M P Malik,ngram,0.5390982167444003
2579,Efren Fernandez-Grande,A5101655851,Efrén Fernández,ngram,0.8710815578565672
2579,Efren Fernandez-Grande,A5016190177,E. Grande,ngram+initial,0.4911383914561922
2579,Efren Fernandez-Grande,A5002759515,E. Grande,initial,
2579,Efren Fernandez-Grande,A5023489267,E. Grande,initial,
2579,Efren Fernandez-Grande,A5027877465,E. Grande,initial,
2579,Efren Fernandez-Grande,A5038588766,E Grande,initial,
2579,Efren Fernandez-Grande,A5048037495,Efrén Fernández-Grande,initial,
2579,Efren Fernandez-Grande,A5050381742,E. Grande,initial,
2579,Efren Fernandez-Grande,A5050395351,E Grande,initial,
2579,Efren Fernandez-Grande,A5057358513,E. Grande,initial,
2579,Efren Fernandez-Grande,A5080457124,E. Grande,initial,
2579,Efren Fernandez-Grande,A5085853281,E. Grande,initial,
2579,Efren Fernandez-Grande,A5087717609,E. Grande,initial,
2579,Efren Fernandez-Grande,A5088820187,E. Grande,initial,
2580,Hector Sarnago Andia,A5039431228,H Sarnago,initial,
2580,Hector Sarnago Andia,A5072868395,Héctor Sarnago Andía,initial,
2580,Hector Sarnago Andia,A5074580219,Héctor Sarnago,initial,
2580,Hector Sarnago Andia,A5084563111,Héctor Sarnago,initial,
2581,Anton Potocnik,A5008970540,A. Potočnik,initial,
2581,Anton Potocnik,A5017755701,A. Potočnik,initial,
2581,Anton Potocnik,A5028107916,A. Potocnik,initial,
2581,Anton Potocnik,A5031957908,A. Potočnik,initial,
2581,Anton Potocnik,A5036140968,A Potočnik,initial,
2581,Anton Potocnik,A5048495558,Anton Potočnik,initial,
2581,Anton Potocnik,A5063419160,A. Potocnik,initial,
2582,Irene Otero-Muras,A5001235160,Irene Otero,initial,
2582,Irene Otero-Muras,A5007626806,I. Otero,initial,
2582,Irene Otero-Muras,A5020983416,I Muras,initial,
2582,Irene Otero-Muras,A5029648290,I. Muras,initial,
2582,Irene Otero-Muras,A5033161442,I. Otero,initial,
2582,Irene Otero-Muras,A5035323440,I Otero,initial,
2582,Irene Otero-Muras,A5035842028,I. Otero,initial,
2582,Irene Otero-Muras,A5036889768,I Otero,initial,
2582,Irene Otero-Muras,A5069067835,Irene Otero‐Muras,initial,
2582,Irene Otero-Muras,A5070652451,I. Muras,initial,
2582,Irene Otero-Muras,A5089372062,I Otero,initial,
2582,Irene Otero-Muras,A5109041571,Irene Otero,initial,
2582,Irene Otero-Muras,A5114029443,I. Otero,initial,
2583,Serhat Tozburun,A5078272078,Serhat Tozburun,initial,
2584,Bart Besselink,A5082018979,B Besse,ngram,0.5158917974291588
2584,Bart Besselink,A5058567300,B Besselink,initial,
2584,Bart Besselink,A5068809032,B. Besselink,initial,
2584,Bart Besselink,A5080686856,B.C. Besselink,initial,
2584,Bart Besselink,A5083507299,Bart Besselink,initial,
2585,Dierck Hillmann,A5002170523,D. Hillmann,initial,
2585,Dierck Hillmann,A5007835567,D.J. Hillmann,initial,
2585,Dierck Hillmann,A5009104963,Dierck Hillmann,initial,
2585,Dierck Hillmann,A5019198409,D. C. J. Hillmann,initial,
2585,Dierck Hillmann,A5087436244,D. Hillmann,initial,
2585,Dierck Hillmann,A5111102606,D.J. Hillmann,initial,
2586,Per Augustsson,A5010605191,Per-Anders Augustsson,initial,
2586,Per Augustsson,A5017299669,Per Augustsson,initial,
2586,Per Augustsson,A5056427306,P. Augustsson,initial,
2586,Per Augustsson,A5109123821,P. -E. Augustsson,initial,
2586,Per Augustsson,A5109124494,P-E Augustsson,initial,
2587,Nikos Deligiannis,A5000050371,N. Deligiannis,initial,
2587,Nikos Deligiannis,A5043511500,Nikos Deligiannis,initial,
2588,Stefanie Kroker,A5019135007,Stefanie Kroker,initial,
2588,Stefanie Kroker,A5034955592,S Kroker,initial,
2588,Stefanie Kroker,A5058572261,S. Kroker,initial,
2588,Stefanie Kroker,A5065347398,S. Kroker,initial,
2588,Stefanie Kroker,A5081322169,S. Kroker,initial,
2588,Stefanie Kroker,A5088479922,S.K. Kroker,initial,
2589,David Phillips,A5096845506,David Phillips,ngram,0.9999999999999998
2589,David Phillips,A5101620905,David J. Phillips,ngram,0.9999999999999998
2589,David Phillips,A5103336747,David D. PHILLIPS,ngram,0.9999999999999998
2589,David Phillips,A5103543604,David J. Phillips,ngram,0.9999999999999998
2589,David Phillips,A5107413043,David Phillips,ngram,0.9999999999999998
2589,David Phillips,A5031557933,D.T. Phillips,ngram,0.9455975174181007
2589,David Phillips,A5104047413,D. C. Phillips,ngram,0.9455975174181007
2590,Angela Sara Cacciapuoti,A5111170000,Sara Cacciapuoti,ngram,0.953609953840064
2590,Angela Sara Cacciapuoti,A5021099421,A. Cacciapuoti,initial,
2590,Angela Sara Cacciapuoti,A5051079417,A Cacciapuoti,initial,
2590,Angela Sara Cacciapuoti,A5082456247,Angela Sara Cacciapuoti,initial,
2590,Angela Sara Cacciapuoti,A5084614724,A Cacciapuoti,initial,
2591,Paavo Rasilo,A5030192236,Paavo Rasilo,initial,
2591,Paavo Rasilo,A5034947842,P Rasilo,initial,
2591,Paavo Rasilo,A5066469770,P Rasilo,initial,
2592,Birgit Stiller,A5002060808,B. Stiller,initial,
2592,Birgit Stiller,A5002128707,B Stiller,initial,
2592,Birgit Stiller,A5003973228,B Stiller,initial,
2592,Birgit Stiller,A5004832838,B. Stiller,initial,
2592,Birgit Stiller,A5010826895,B. Stiller,initial,
2592,Birgit Stiller,A5012616095,B Stiller,initial,
2592,Birgit Stiller,A5016752935,B. Stiller,initial,
2592,Birgit Stiller,A5020321840,B. Stiller,initial,
2592,Birgit Stiller,A5025313661,B. Stiller,initial,
2592,Birgit Stiller,A5026929405,B Stiller,initial,
2592,Birgit Stiller,A5028759091,B. Stiller,initial,
2592,Birgit Stiller,A5029470906,B. Stiller,initial,
2592,Birgit Stiller,A5029621373,B Stiller,initial,
2592,Birgit Stiller,A5030659855,B Stiller,initial,
2592,Birgit Stiller,A5032567562,B. Stiller,initial,
2592,Birgit Stiller,A5034431983,B. Stiller,initial,
2592,Birgit Stiller,A5037500996,B Stiller,initial,
2592,Birgit Stiller,A5039719828,B Stiller,initial,
2592,Birgit Stiller,A5039910873,B. Stiller,initial,
2592,Birgit Stiller,A5044750452,B Stiller,initial,
2592,Birgit Stiller,A5048997082,B. Stiller,initial,
2592,Birgit Stiller,A5050174333,B. Stiller,initial,
2592,Birgit Stiller,A5053752640,B. Stiller,initial,
2592,Birgit Stiller,A5054308859,B Stiller,initial,
2592,Birgit Stiller,A5055932114,B Stiller,initial,
2592,Birgit Stiller,A5058179979,B. Stiller,initial,
2592,Birgit Stiller,A5058925853,B Stiller,initial,
2592,Birgit Stiller,A5060322814,B. Stiller,initial,
2592,Birgit Stiller,A5060353340,B Stiller,initial,
2592,Birgit Stiller,A5061839557,B Stiller,initial,
2592,Birgit Stiller,A5063140942,B Stiller,initial,
2592,Birgit Stiller,A5065896036,Birgit Stiller,initial,
2592,Birgit Stiller,A5077026595,B. Stiller,initial,
2592,Birgit Stiller,A5078796966,B Stiller,initial,
2592,Birgit Stiller,A5079266543,B. Stiller,initial,
2592,Birgit Stiller,A5083400384,B Stiller,initial,
2592,Birgit Stiller,A5085901216,B. Stiller,initial,
2592,Birgit Stiller,A5089703315,B. Stiller,initial,
2592,Birgit Stiller,A5107707654,B. Majrchzak-Stiller,initial,
2592,Birgit Stiller,A5108507617,B. Stiller,initial,
2593,Mohsen Rahmani,A5054626713,Mohsen Rahmanian,ngram,0.9165720341011705
2594,Coen De Visser,A5003855238,C. Visser,initial,
2594,Coen De Visser,A5003968212,C. Visser,initial,
2594,Coen De Visser,A5004745775,C. Visser,initial,
2594,Coen De Visser,A5008760854,Coen C. de Visser,initial,
2594,Coen De Visser,A5009914859,C. Visser,initial,
2594,Coen De Visser,A5010987072,C. de Visser,initial,
2594,Coen De Visser,A5012145092,C. Visser,initial,
2594,Coen De Visser,A5018886251,C. Visser,initial,
2594,Coen De Visser,A5020213720,C. Visser,initial,
2594,Coen De Visser,A5023088928,C. Visser,initial,
2594,Coen De Visser,A5023229362,C. Visser,initial,
2594,Coen De Visser,A5023575914,C. Visser,initial,
2594,Coen De Visser,A5032493231,C. Visser,initial,
2594,Coen De Visser,A5037424779,C Visser,initial,
2594,Coen De Visser,A5038723243,Coenraad Visser,initial,
2594,Coen De Visser,A5041952859,C. Visser,initial,
2594,Coen De Visser,A5043921668,Coenraad Visser,initial,
2594,Coen De Visser,A5045970619,C Visser,initial,
2594,Coen De Visser,A5046118167,C. De Visser,initial,
2594,Coen De Visser,A5049897942,C. Visser,initial,
2594,Coen De Visser,A5053109285,C. Visser,initial,
2594,Coen De Visser,A5058171952,C. Visser,initial,
2594,Coen De Visser,A5060062359,C VISSER,initial,
2594,Coen De Visser,A5062266114,C.L.M. de Visser,initial,
2594,Coen De Visser,A5062566811,C. Visser,initial,
2594,Coen De Visser,A5063025971,C. Visser,initial,
2594,Coen De Visser,A5070140002,C. Visser,initial,
2594,Coen De Visser,A5070527628,C De visser,initial,
2594,Coen De Visser,A5074630207,C. Visser,initial,
2594,Coen De Visser,A5075360947,C. de Visser,initial,
2594,Coen De Visser,A5075563185,C. Visser,initial,
2594,Coen De Visser,A5081108352,Coenraad Visser,initial,
2594,Coen De Visser,A5085394284,C.L. de Visser,initial,
2594,Coen De Visser,A5110735519,Coen C. de Visser,initial,
2594,Coen De Visser,A5113733481,C. L. De Visser,initial,
2595,Stanisa Raspopovic,A5032312453,S. Raspopovic,ngram+initial,0.8923776641985603
2595,Stanisa Raspopovic,A5033447067,Staniša Raspopović,initial,
2595,Stanisa Raspopovic,A5082625383,S Raspopovic,initial,
2595,Stanisa Raspopovic,A5111026212,S. Raspopovic,initial,
2596,Klaas-Jan Tielrooij,A5048818333,Klaas Jan-Tielrooij,initial,
2596,Klaas-Jan Tielrooij,A5049475284,Klaas‐Jan Tielrooij,initial,
2596,Klaas-Jan Tielrooij,A5049627082,K.J. Tielrooij,initial,
2597,Michèle Wigger,A5015699264,M. Wigger,initial,
2597,Michèle Wigger,A5019007927,M. Wigger,initial,
2597,Michèle Wigger,A5024598354,M. Wigger,initial,
2597,Michèle Wigger,A5027718820,Michèle Wigger,initial,
2597,Michèle Wigger,A5033782103,M Wigger,initial,
2597,Michèle Wigger,A5033974601,M. Wigger,initial,
2597,Michèle Wigger,A5036240948,Miche`le Wigger,initial,
2597,Michèle Wigger,A5043265165,M. Wigger,initial,
2597,Michèle Wigger,A5061793788,M. Wigger,initial,
2597,Michèle Wigger,A5065826035,Michèle Wigger,initial,
2597,Michèle Wigger,A5079152324,M. Wigger,initial,
2597,Michèle Wigger,A5084227857,M Wigger,initial,
2597,Michèle Wigger,A5086091054,M. Wigger,initial,
2597,Michèle Wigger,A5094409963,Mich Èle Wigger,initial,
2597,Michèle Wigger,A5094480360,Mich Èle Wigger,initial,
2597,Michèle Wigger,A5102482747,Michele Wigger,initial,
2597,Michèle Wigger,A5104476321,Michèle A. Wigger,initial,
2598,Ivan Minev Rusev,A5021792617,I. Minev,initial,
2598,Ivan Minev Rusev,A5023504123,I. Minev,initial,
2598,Ivan Minev Rusev,A5029662808,Ivan Rusev,initial,
2598,Ivan Minev Rusev,A5065676275,I. Rusev,initial,
2598,Ivan Minev Rusev,A5066549768,I. Rusev,initial,
2598,Ivan Minev Rusev,A5069865350,I. Rusev,initial,
2598,Ivan Minev Rusev,A5083093131,I Minev,initial,
2598,Ivan Minev Rusev,A5086572255,I. Minev,initial,
2598,Ivan Minev Rusev,A5087927821,I. Rusev,initial,
2598,Ivan Minev Rusev,A5113449680,Ivan Rusev,initial,
2600,François Leo,A5064087209,Jean Francois Leon,ngram,0.7125417641158148
2600,François Leo,A5006447917,F. A. Leo,initial,
2600,François Leo,A5014567494,F M Marcelis Leo,initial,
2600,François Leo,A5019467044,F. A. Leo,initial,
2600,François Leo,A5026741604,F. A. Leo,initial,
2600,François Leo,A5028347432,F. Leo,initial,
2600,François Leo,A5029363882,F. A. Leo,initial,
2600,François Leo,A5036636571,F. Damian Leo,initial,
2600,François Leo,A5038042042,F. Damian Leo,initial,
2600,François Leo,A5039802787,F. A. Leo,initial,
2600,François Leo,A5040617851,F Tauro Leo,initial,
2600,François Leo,A5042813194,F. De Leo,initial,
2600,François Leo,A5044818936,F. Leo Misaqi,initial,
2600,François Leo,A5046540864,F. Leo,initial,
2600,François Leo,A5046873068,F. Di Leo,initial,
2600,François Leo,A5047348268,F. Di Leo,initial,
2600,François Leo,A5048460480,F. A. Leo,initial,
2600,François Leo,A5055196492,F. Leo,initial,
2600,François Leo,A5057274914,F. A. Leo,initial,
2600,François Leo,A5058452376,F Leo,initial,
2600,François Leo,A5060018554,F De Leo,initial,
2600,François Leo,A5061473008,F. Leo,initial,
2600,François Leo,A5063540967,F. A. Leo,initial,
2600,François Leo,A5063776064,F. Leo,initial,
2600,François Leo,A5064321437,F. Di Leo,initial,
2600,François Leo,A5065327239,F P Leo,initial,
2600,François Leo,A5067330938,Fr. Leo Arrowsmith,initial,
2600,François Leo,A5069507656,F Leo,initial,
2600,François Leo,A5070658840,François-Léo Tremblay,initial,
2600,François Leo,A5072147252,F. Leo,initial,
